Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
900	0.0226321	0.5313284	0.0432327	0.4688015	0.2019618	0.1271911	0.0299871	0.3747058	0.7319038	0.0213854	0.2325830	0.5319240	0.0262454	0.6387728	0.0259933	0.5301699	0.5231804	0.2793435	0.0884924	0.3648933	0.0674061	0.0574644	0.0760822	0.2397390	0.7074556	0.2721814	0.3588077	0.2946416	0.7244325	0.5127675	0.4484941	0.1296503	0.7922357	0.0453087	0.2700753	0.1387557	0.5489236	0.2634613	0.1052460	0.5352324	0.0895789	0.3058011	0.5264762	0.1788212	0.4043024	0.2706690	0.3962163	0.6821751	0.3890066	0.0671383	0.4244542	0.0063500	0.5673809	0.5401345	0.2614479	0.1511611	0.0390163	0.3685503	0.3564072	0.2819966	0.2767233	0.2905627	0.0126482	0.1515529	0.1174332	0.3986280	0.7102550	0.5295449	0.7080523	0.3267890	0.4523137	0.0955869	0.2781537	0.2583420	0.3625863	0.3351228	0.4266088	0.1637407	0.5499179	0.5253947	0.2256111	0.4182261	0.1755828	0.3024045	0.2307294	0.1014028	0.3461965	0.5526489	0.4883805	0.2954779	0.3639343	0.1729864	0.1822647	0.6038386	0.4927265	0.4103708	0.3547355	0.0006727	0.1819752	0.4793865
950	0.0056439	0.4765513	0.0152005	0.5010912	0.2341821	0.0788664	0.0314299	0.3673337	0.7518588	0.0145830	0.3212135	0.5005624	0.0415959	0.6403630	0.0189865	0.5026901	0.5286163	0.1855185	0.0673957	0.3708379	0.0199464	0.0229848	0.1348818	0.2550832	0.7481141	0.1804745	0.5603129	0.3648372	0.7087008	0.4273255	0.4915035	0.1953367	0.7706847	0.0452008	0.2989630	0.1202910	0.6531944	0.3256912	0.0600846	0.5448039	0.0953256	0.3610396	0.6052816	0.2008254	0.3340202	0.2920142	0.3217430	0.6335681	0.5013460	0.1069060	0.4004252	0.0038062	0.6423725	0.5579799	0.2883079	0.0817463	0.0289604	0.3871748	0.2660569	0.2107482	0.2319023	0.3293519	0.0049197	0.1009814	0.1272402	0.3762783	0.8549188	0.5197964	0.6670373	0.2367831	0.4383833	0.0750683	0.1491709	0.2118835	0.3444468	0.3525709	0.4864785	0.2206834	0.5423037	0.5511918	0.2993297	0.4048880	0.1649806	0.3726721	0.1850604	0.0997489	0.2870325	0.6074587	0.4039401	0.2594487	0.3478329	0.1956067	0.1783439	0.5912317	0.4947022	0.3517687	0.4550493	0.0017558	0.1641457	0.3172735
1000	0.0071351	0.4211932	0.0160020	0.4084284	0.3127996	0.2659304	0.0417077	0.2849356	0.7225548	0.0455027	0.2469013	0.5081566	0.0376570	0.5626574	0.0153212	0.5434741	0.5639755	0.1410249	0.0705630	0.4067715	0.0034903	0.0286219	0.0700696	0.2567269	0.7555917	0.1669380	0.4351829	0.3590833	0.6712438	0.3916789	0.5522801	0.1733196	0.4799243	0.0565829	0.3222238	0.1076207	0.5637601	0.3503971	0.0996602	0.7174245	0.0787529	0.3919903	0.6197637	0.1445625	0.4076194	0.3202864	0.3533376	0.6909900	0.3502402	0.1015845	0.3470889	0.0267439	0.5546677	0.6463962	0.1863586	0.0463952	0.0387048	0.3620810	0.2518382	0.1845345	0.2100021	0.2417423	0.0096599	0.1125322	0.1903405	0.2788094	0.7010021	0.5566991	0.7100742	0.2492372	0.4499081	0.0336600	0.1800450	0.2534492	0.4127010	0.3702764	0.5987367	0.2619107	0.5616070	0.5846910	0.2572436	0.3053181	0.2343416	0.2942829	0.2066340	0.1224399	0.3675810	0.6622878	0.3969432	0.2898012	0.3948735	0.2231722	0.2144381	0.5921136	0.5138121	0.4339298	0.3743002	0.0088501	0.1944080	0.3092943
0	0.0072634	0.4153006	0.0206000	0.5312901	0.2373386	0.3080970	0.0223562	0.3158002	0.7019990	0.0309156	0.3235592	0.4135133	0.0071169	0.5868141	0.0113105	0.4460594	0.6282707	0.1066367	0.0687304	0.2874198	0.0007169	0.0169750	0.0792137	0.3782985	0.6796511	0.2282597	0.4213553	0.4025609	0.5817320	0.5592006	0.3718687	0.1232483	0.7046188	0.0390340	0.5014418	0.1279359	0.5556442	0.3212060	0.0884138	0.5670052	0.1374782	0.4548648	0.6605868	0.2185559	0.4500816	0.2397219	0.3244563	0.6125057	0.3903342	0.1104763	0.3323678	0.0263419	0.4429537	0.7274598	0.3580812	0.0901497	0.0435297	0.2898278	0.3873225	0.1758072	0.1862294	0.2722694	0.0386571	0.1873243	0.1255300	0.3227281	0.5856103	0.4744845	0.6029693	0.3509765	0.4749948	0.1215420	0.1386801	0.2356080	0.4417709	0.3681134	0.3447270	0.3599843	0.5643898	0.6540579	0.3477643	0.2673577	0.1714050	0.3494584	0.2425855	0.1228804	0.4090675	0.4869631	0.4206118	0.3437875	0.4563251	0.2514935	0.1065138	0.7321056	0.5119064	0.3747320	0.4078577	0.0007600	0.3321390	0.2878840
50	0.2164702	0.0648373	0.3056623	0.7691717	0.5274188	0.3278882	0.0114908	0.1417344	0.1593710	0.0481870	0.1809495	0.4521667	0.0161672	0.6510217	0.0459282	0.5515278	0.6697944	0.0702742	0.0620686	0.4825822	0.0035511	0.0150617	0.0502155	0.3658456	0.8075808	0.2550315	0.5423673	0.3300346	0.6080076	0.4761786	0.3715442	0.0883582	0.5011506	0.0318363	0.5740336	0.0169793	0.7843101	0.2829190	0.0489067	0.5135008	0.1566858	0.3615087	0.5263381	0.2081562	0.3968302	0.4266051	0.3342874	0.6688087	0.2752248	0.1627967	0.3476726	0.0423582	0.4053950	0.6224964	0.4124502	0.0972255	0.0401887	0.2731275	0.5015463	0.1687113	0.3238053	0.1923186	0.1457374	0.1531743	0.1516043	0.4198472	0.5902836	0.5914273	0.2995724	0.2111016	0.4795152	0.1188493	0.2136994	0.1531070	0.5104794	0.2542187	0.2576911	0.2503909	0.6041796	0.6310788	0.2764832	0.2501702	0.0845933	0.5555379	0.3417883	0.1712446	0.3543802	0.5482558	0.3410395	0.3037928	0.5049567	0.1928353	0.2497604	0.6485048	0.5362132	0.4001470	0.5250517	0.0094302	0.4038884	0.1199331
100	0.3104678	0.0230931	0.3682273	0.5267454	0.5674180	0.3047373	0.0090568	0.1363136	0.0712769	0.0787022	0.1583050	0.4284199	0.0049942	0.6129376	0.3772047	0.6339104	0.6529622	0.1432564	0.0913424	0.5532915	0.0012209	0.0069395	0.0284885	0.3733906	0.6479457	0.4113623	0.6670048	0.3419431	0.6590832	0.4563267	0.2323419	0.1586500	0.5082384	0.0502234	0.4991677	0.0059397	0.6735562	0.2327550	0.0418436	0.5479031	0.1434875	0.3923374	0.5705513	0.1646220	0.4211178	0.4266702	0.5167327	0.6491954	0.2225270	0.1384635	0.4398563	0.0134360	0.4365308	0.7604585	0.5086343	0.0853496	0.0211680	0.2947660	0.4348973	0.3352783	0.3656492	0.2346074	0.0812492	0.0417167	0.0663894	0.3757573	0.7851295	0.5068254	0.2292410	0.0838828	0.4802815	0.0614504	0.1534387	0.1557414	0.4673239	0.3029436	0.2113491	0.2163682	0.5512401	0.5024612	0.3832226	0.3436028	0.0383347	0.7211005	0.3523269	0.2033120	0.3324122	0.5293584	0.4729988	0.3821038	0.5123533	0.0718783	0.2550119	0.5620589	0.5587178	0.4347211	0.4904226	0.0019407	0.3874193	0.1129970
150	0.3749278	0.0031727	0.4368633	0.4845260	0.6311431	0.2825456	0.0113652	0.0987816	0.0504643	0.0592917	0.1244324	0.3602092	0.0048387	0.5486889	0.5194255	0.5452559	0.7270553	0.2023823	0.1319001	0.4811143	0.0018290	0.0293877	0.0768102	0.3835495	0.7422611	0.4125340	0.6093600	0.3787885	0.6186616	0.4309499	0.2120285	0.1646434	0.5570472	0.0168522	0.6134702	0.0061403	0.7229202	0.3522021	0.0724863	0.5410447	0.2564129	0.4962382	0.4683453	0.2482940	0.3770235	0.2338743	0.4831590	0.6979479	0.2323607	0.1469953	0.3832428	0.0228931	0.4375161	0.6398742	0.5053979	0.1261806	0.0258734	0.3322040	0.5015543	0.3181117	0.3411810	0.2521425	0.1364289	0.0797437	0.0458312	0.4179300	0.6802407	0.4565574	0.1240850	0.0469054	0.4839480	0.0687929	0.1717369	0.1487041	0.5722116	0.3621809	0.1468519	0.1122856	0.6095138	0.5500706	0.4236268	0.2876003	0.1162340	0.6898241	0.3357142	0.2010143	0.3882060	0.6422129	0.4118463	0.4166056	0.3930660	0.0629793	0.2345005	0.5472287	0.5564301	0.4034274	0.4967603	0.0117707	0.3228402	0.1628262
200	0.5438145	0.0012719	0.3709710	0.5016104	0.5442139	0.4609074	0.0243031	0.0995002	0.0463567	0.0901399	0.1224364	0.4188039	0.0140610	0.5241469	0.6253209	0.6308029	0.6854180	0.2652225	0.1224261	0.5886988	0.0015198	0.0328200	0.0538783	0.4234976	0.5709365	0.6472568	0.5604049	0.3408617	0.6348858	0.4417079	0.1418339	0.1610855	0.4383192	0.0195797	0.5111663	0.0046266	0.7811937	0.3069269	0.0843214	0.6238513	0.1816304	0.4763301	0.6871070	0.2208346	0.3808704	0.2377773	0.3772798	0.6992630	0.1949971	0.1239192	0.3909484	0.0325641	0.4210603	0.8252022	0.5103126	0.0893395	0.0354720	0.4541394	0.6062978	0.4137829	0.4180298	0.2447138	0.1763001	0.0157199	0.0107329	0.3664620	0.7837791	0.5281383	0.1595539	0.0592836	0.4714789	0.0381928	0.1963011	0.1662860	0.5690300	0.2869758	0.1367843	0.2634725	0.5871845	0.5819976	0.2765049	0.2935544	0.0276903	0.7749510	0.3195892	0.2428559	0.4795565	0.6726267	0.3880448	0.4816166	0.3630189	0.0910722	0.2281792	0.6166050	0.5965907	0.5251016	0.5513091	0.0100911	0.4931203	0.2038104
250	0.6095872	0.0000170	0.4240724	0.5239448	0.6873280	0.5287635	0.0572341	0.0895909	0.0453231	0.0521563	0.1154910	0.3371659	0.0289134	0.3511922	0.7211976	0.5584377	0.5400158	0.2997658	0.1675038	0.5194957	0.0018130	0.0465332	0.0379265	0.3830446	0.6523774	0.5938055	0.6505675	0.3630418	0.8078094	0.4437144	0.1380776	0.1032558	0.4294104	0.0085083	0.4227325	0.0245952	0.7011065	0.3463165	0.0606574	0.5018960	0.1269363	0.4338775	0.5056774	0.1771547	0.3352723	0.2118138	0.3268505	0.6418486	0.1888507	0.1862196	0.4297448	0.0477824	0.4468013	0.6595134	0.4742030	0.1147669	0.0445682	0.4119618	0.5011720	0.4933420	0.4355064	0.2526297	0.0952643	0.0066880	0.0173666	0.3699871	0.7178669	0.5455152	0.1623979	0.0811027	0.4587732	0.0682338	0.3282001	0.2353688	0.6288497	0.2155776	0.1222577	0.1841987	0.5569568	0.5618806	0.1588248	0.3362706	0.0286169	0.6606338	0.3388120	0.2403460	0.6602921	0.5643936	0.5165067	0.6787132	0.3007204	0.0495854	0.2136980	0.6071544	0.3957557	0.4402194	0.5226768	0.0126811	0.4423848	0.2465283
300	0.5745002	0.0003353	0.3149363	0.4841508	0.4749201	0.6874733	0.0639185	0.0821399	0.0348566	0.0841591	0.1415135	0.3716199	0.0404628	0.2947558	0.6074426	0.5417926	0.6699094	0.3571452	0.1313580	0.6226367	0.0003197	0.0685797	0.0639560	0.3618835	0.5822482	0.5186331	0.4250224	0.3459492	0.6643837	0.4323741	0.2302977	0.1145186	0.4779891	0.0132319	0.3829790	0.0117225	0.7081471	0.2314094	0.0926514	0.6429002	0.1417727	0.4724523	0.5599147	0.1378344	0.4584593	0.2061359	0.2407168	0.7136843	0.1666707	0.1818449	0.3614537	0.0292387	0.4369117	0.6434277	0.4308821	0.1711501	0.0457905	0.5678185	0.4820772	0.5029849	0.3803181	0.2412018	0.1144598	0.0087661	0.0088011	0.2066873	0.6660650	0.5924981	0.1659875	0.0597803	0.5044476	0.0214167	0.2287125	0.3395877	0.5900878	0.2316536	0.1699645	0.1450437	0.5769194	0.4935472	0.1887879	0.3494135	0.0182692	0.5975925	0.2846046	0.1865459	0.4886066	0.6239403	0.4969500	0.4822388	0.3191584	0.0389772	0.1088266	0.5308309	0.4875765	0.4948377	0.4051310	0.0212869	0.4648412	0.2445531
350	0.6413334	0.0003036	0.3805555	0.4513191	0.5972841	0.4974093	0.0508889	0.1065404	0.0279744	0.2255532	0.1515125	0.2672034	0.1665705	0.3207495	0.6803324	0.4169718	0.7314743	0.4232974	0.1314628	0.7889920	0.0024450	0.0477378	0.0393019	0.4374530	0.7051797	0.6088380	0.4533646	0.3495552	0.6503597	0.3237298	0.1698154	0.1198014	0.5722516	0.0061130	0.3665692	0.0063158	0.7119062	0.3133936	0.0724204	0.6256838	0.1781209	0.4160490	0.5425128	0.2112449	0.4101001	0.3004786	0.2464464	0.6611650	0.1968583	0.2248902	0.3580107	0.0221966	0.4988005	0.6065762	0.2972330	0.1664349	0.0585724	0.6238803	0.5287129	0.4974732	0.3746732	0.3275041	0.0776297	0.0006366	0.0245358	0.3478960	0.7151259	0.4952593	0.1953203	0.0516171	0.5391533	0.0329227	0.2343679	0.4293195	0.5919201	0.2788792	0.2246755	0.1891741	0.6828851	0.5754598	0.1592919	0.3855667	0.0106562	0.5259086	0.3212543	0.2567989	0.6384628	0.6484474	0.4223748	0.5433242	0.2230079	0.0594107	0.0902637	0.4949023	0.5405499	0.5127924	0.5174490	0.0244630	0.3541711	0.3519798
400	0.6414829	0.0022385	0.4435649	0.3351798	0.5015145	0.6956541	0.0334807	0.1044762	0.0370158	0.1033284	0.1151736	0.0806899	0.1671742	0.3019296	0.5911176	0.5205248	0.6212191	0.4241156	0.0789775	0.6419113	0.0160092	0.0828229	0.0257833	0.4063911	0.5276542	0.5022338	0.4972854	0.3390594	0.4976179	0.2605991	0.1742272	0.1599076	0.5518355	0.0013208	0.2316712	0.0048072	0.5935013	0.2371326	0.0714010	0.5894339	0.2425757	0.4065959	0.6026187	0.1993753	0.3967157	0.2831098	0.1901356	0.7489612	0.2001525	0.3024317	0.3902958	0.0269896	0.5658798	0.5826208	0.3379285	0.2170394	0.0602849	0.6201041	0.5023954	0.4823647	0.4020605	0.1999461	0.1231092	0.0024121	0.0236658	0.2740911	0.6499021	0.5490809	0.1129738	0.0600827	0.4146133	0.0305942	0.1676160	0.4151492	0.6111059	0.2581669	0.2150019	0.1246299	0.5571357	0.4481327	0.1231382	0.5208925	0.0195907	0.5366577	0.2570998	0.2360034	0.5349517	0.5752690	0.4962215	0.6556475	0.2640685	0.0382600	0.0941740	0.5394045	0.4047737	0.4911699	0.4308734	0.0160365	0.3682727	0.3928388
450	0.5349480	0.0005845	0.3709356	0.3162092	0.5801712	0.5337921	0.0445596	0.0985393	0.0376355	0.1877561	0.0571153	0.0259937	0.1926742	0.2607622	0.7483435	0.5877395	0.6334574	0.3860177	0.1262243	0.6126163	0.0290655	0.1122282	0.0242076	0.5005812	0.6312520	0.6622485	0.5531478	0.3326006	0.4943366	0.2608471	0.1528442	0.1562472	0.5022275	0.0013646	0.2393451	0.0063222	0.6336298	0.2821302	0.0993606	0.6364091	0.1652899	0.3699789	0.5371536	0.1915771	0.4526982	0.2985431	0.1607436	0.5845959	0.2002459	0.2663155	0.3508041	0.0182420	0.5907082	0.6337538	0.2653840	0.2367437	0.0483285	0.5669749	0.4847349	0.5971349	0.3440372	0.2720410	0.1970619	0.0010061	0.0333393	0.2834151	0.6580816	0.5132680	0.2080352	0.0210727	0.4087104	0.0221181	0.1357540	0.6007057	0.5497649	0.2507509	0.2517432	0.0668403	0.6426748	0.4594684	0.1499663	0.6259003	0.0104364	0.6835797	0.3049122	0.3122757	0.6141110	0.6316086	0.5256815	0.5598838	0.3038434	0.0311558	0.0642506	0.6204011	0.4247207	0.5411603	0.4052427	0.0102843	0.4071252	0.4367362
500	0.5284633	0.0000192	0.4150302	0.3056094	0.6160842	0.6097508	0.2097365	0.1128959	0.0457319	0.3323783	0.1553739	0.0182019	0.1296384	0.3180257	0.6456473	0.6543675	0.6422727	0.3392843	0.1423510	0.6163417	0.0241314	0.1418477	0.0464529	0.4760140	0.7526798	0.6683568	0.4640375	0.2972779	0.5537276	0.4695864	0.1889631	0.1812602	0.4433271	0.0010193	0.1978517	0.0154922	0.7181099	0.2787254	0.0755159	0.6747789	0.1730969	0.3255819	0.5639976	0.1766301	0.4501154	0.3268012	0.1692654	0.5792278	0.2878724	0.3309532	0.3766631	0.0187377	0.5520880	0.5853107	0.2786768	0.2549160	0.1564168	0.5897924	0.4655892	0.5715853	0.4205382	0.2817946	0.2504289	0.0007896	0.0317311	0.3698728	0.6126297	0.6107914	0.0965400	0.0314598	0.4178681	0.0252725	0.1129582	0.4732935	0.5140508	0.2050817	0.2395970	0.0434827	0.6675239	0.4856015	0.1043815	0.6806695	0.0408622	0.6918219	0.3012426	0.3781698	0.6951679	0.5813930	0.6033857	0.5768007	0.2870723	0.0431692	0.0775567	0.6070782	0.3223004	0.5393208	0.3471168	0.0092378	0.4307444	0.4313344
550	0.5123735	0.0621112	0.2411204	0.2486343	0.1901615	0.4853711	0.1960678	0.4731786	0.4693118	0.0931117	0.1926104	0.0797630	0.1512144	0.2328787	0.7373867	0.6356983	0.5517414	0.4504084	0.1279182	0.6867831	0.0495059	0.1926408	0.0568241	0.3837024	0.7989794	0.6964498	0.2816082	0.1922327	0.6414340	0.3888737	0.2362380	0.1277522	0.6515289	0.0024107	0.2159614	0.0937359	0.6475524	0.2606906	0.1704129	0.6277275	0.1214102	0.3082241	0.5876395	0.1716711	0.4672165	0.4119012	0.1992616	0.5867320	0.4022802	0.2306143	0.3744992	0.0113859	0.6367669	0.5014749	0.2194345	0.4520832	0.2128917	0.7061393	0.3688272	0.4766750	0.3545127	0.3174623	0.2151440	0.2007129	0.0200287	0.3915318	0.7054347	0.4561384	0.4589262	0.0230972	0.4012908	0.0178011	0.0916505	0.5390381	0.5031741	0.2572696	0.3526365	0.0787867	0.5871306	0.6805527	0.1110200	0.6789701	0.2698523	0.5113239	0.2151777	0.2709771	0.5992638	0.4961121	0.5883908	0.5375109	0.3996766	0.0659498	0.1215263	0.5590490	0.3397549	0.5143515	0.5054816	0.0068570	0.4577403	0.4660482
600	0.3901375	0.0926290	0.1312102	0.2551950	0.1536403	0.5620427	0.1111009	0.4802959	0.5629865	0.1234185	0.1873583	0.1150371	0.1949336	0.2954038	0.5471317	0.4440985	0.5147957	0.4084405	0.1056657	0.6364951	0.0977938	0.1729490	0.0237410	0.3285405	0.5944001	0.5508616	0.1191889	0.2417822	0.4682271	0.3026743	0.2884058	0.2133271	0.7652342	0.0101092	0.2161074	0.1520200	0.5488124	0.2990677	0.0569914	0.4411283	0.1243741	0.3262842	0.5875555	0.1941238	0.3792231	0.3746044	0.1238281	0.5972103	0.4032920	0.2874928	0.2670934	0.0028975	0.5460853	0.5764253	0.3010808	0.5724376	0.2145984	0.5794231	0.3166053	0.4325264	0.2959285	0.3712991	0.2192857	0.2747856	0.0599409	0.3471412	0.5576036	0.4565602	0.5645985	0.0154682	0.3492982	0.0586377	0.1388758	0.4598613	0.3562647	0.2748590	0.3573802	0.0259243	0.6597690	0.5855077	0.1210871	0.6167434	0.2909498	0.3816147	0.2208069	0.3614039	0.4356546	0.6219664	0.5273778	0.2850908	0.3799065	0.1260027	0.0664229	0.7297884	0.3666266	0.5592204	0.3997514	0.0083502	0.4470360	0.4700394
650	0.4533581	0.0458978	0.0913787	0.2395207	0.0978995	0.4948485	0.0598084	0.4756643	0.5939204	0.0384984	0.1780281	0.1604559	0.1692214	0.3226402	0.3368761	0.6482967	0.4440273	0.5406061	0.0365140	0.6095090	0.1407443	0.2265809	0.0518339	0.3131062	0.6583416	0.5458045	0.1855716	0.3362814	0.4769398	0.3963814	0.3170522	0.1636749	0.5747454	0.0107940	0.2446366	0.1644883	0.5715664	0.3192644	0.1049752	0.4861604	0.1213909	0.3272269	0.6735731	0.2359024	0.4369578	0.3108170	0.1377934	0.5871331	0.3667686	0.1968981	0.4030926	0.0021957	0.5916492	0.5649664	0.3386149	0.5304919	0.1440011	0.6654035	0.4014847	0.3148673	0.3542100	0.3807388	0.0887707	0.3091257	0.0396804	0.3256085	0.6296540	0.5136939	0.6992941	0.0476513	0.4308458	0.1245021	0.0820695	0.3123239	0.3409002	0.2628566	0.4580513	0.0458933	0.5982554	0.5509190	0.1410490	0.5612670	0.2121755	0.3254582	0.2666547	0.2235912	0.5310768	0.5806632	0.4977589	0.2944220	0.5469454	0.1468323	0.0332481	0.6851046	0.3443537	0.4673356	0.3773434	0.0022678	0.4048110	0.4657642
700	0.2779714	0.1382744	0.0942598	0.2845852	0.1025483	0.5417115	0.0473295	0.2774448	0.7381641	0.0397720	0.2000517	0.1976790	0.1157871	0.4362087	0.1312474	0.5991440	0.5389474	0.3927057	0.0735585	0.4851058	0.2605562	0.2237943	0.1222502	0.2560087	0.5907098	0.6602360	0.2728815	0.3091776	0.6819554	0.3329773	0.5446560	0.1158539	0.7065864	0.0364196	0.3403648	0.1276354	0.6148093	0.3116919	0.0830494	0.4722143	0.1305824	0.3326078	0.6339470	0.1630309	0.4200764	0.3277881	0.1088015	0.5693987	0.3305889	0.1974023	0.3124281	0.0056970	0.6692519	0.5514667	0.4627493	0.6091287	0.0552384	0.6438496	0.3431256	0.3137210	0.2894881	0.3504916	0.0938387	0.3353978	0.0643480	0.3576461	0.6712927	0.4746150	0.6920123	0.0685941	0.4244863	0.2343995	0.0802989	0.3000293	0.3464592	0.3276576	0.4853244	0.0265487	0.5653713	0.5868721	0.1593466	0.6067796	0.2318440	0.4717115	0.2497043	0.1326450	0.4774090	0.5701501	0.5020427	0.2585638	0.4704601	0.1716727	0.0242602	0.6441389	0.2679590	0.2913482	0.3417466	0.0019290	0.3600662	0.4779403
750	0.1361527	0.1744537	0.1134382	0.3202832	0.1340470	0.5397632	0.0258968	0.3529458	0.5516462	0.0270407	0.2403133	0.1525315	0.0414171	0.5849394	0.0886989	0.5559245	0.4501759	0.3542525	0.0601720	0.4718405	0.3301837	0.2138236	0.1061653	0.2612985	0.6334316	0.5622357	0.3757787	0.3793242	0.7356438	0.3799314	0.4606969	0.1652581	0.5981191	0.0313578	0.2698970	0.1622177	0.6509602	0.2567323	0.1246031	0.5533066	0.1246864	0.3081107	0.5719535	0.1494498	0.4063820	0.3169434	0.1018746	0.5511549	0.4448752	0.1405672	0.4941364	0.0044272	0.5677949	0.6726187	0.3991533	0.5771872	0.0469024	0.5420044	0.3558566	0.3318019	0.2498648	0.3620891	0.0381562	0.2501566	0.0325643	0.3721984	0.6913780	0.4797262	0.5499275	0.1072731	0.3563880	0.1736474	0.0759287	0.3234144	0.2778172	0.2464324	0.4309474	0.0254518	0.5614400	0.5187881	0.1533734	0.6401209	0.1877090	0.3289005	0.1383726	0.1465355	0.4693882	0.5872684	0.4374990	0.1985297	0.5286196	0.1944378	0.0251171	0.7207883	0.3908796	0.3307606	0.3374322	0.0020684	0.3644084	0.4387444
800	0.0729806	0.2394178	0.0324933	0.3307335	0.1195779	0.4470307	0.0138284	0.2549075	0.6239886	0.0259437	0.2838292	0.2320097	0.0372681	0.5813735	0.0419550	0.6542228	0.6127105	0.2314996	0.0843530	0.3863146	0.2973742	0.2633313	0.1569936	0.2821914	0.6569133	0.4977201	0.4691207	0.4203487	0.6059757	0.5215744	0.4361977	0.1719916	0.6901251	0.0609157	0.3055156	0.0964107	0.6437392	0.2849213	0.0711739	0.5299172	0.1414399	0.4209458	0.6140964	0.1322108	0.4410204	0.3303842	0.2877183	0.6693700	0.4623755	0.2257332	0.4557570	0.0035069	0.6509971	0.6829652	0.2879984	0.6816227	0.0586541	0.4438005	0.3092499	0.2437897	0.2183183	0.2485535	0.0242647	0.1451734	0.0752129	0.3489245	0.8159149	0.4017674	0.5656563	0.1508273	0.3887376	0.1924564	0.0695340	0.2972212	0.3474528	0.2828892	0.4522301	0.0814014	0.5812997	0.6312474	0.1907393	0.6177170	0.1657401	0.2751016	0.1475093	0.0664399	0.4392949	0.7012766	0.3996439	0.2468273	0.5052302	0.1489693	0.0441711	0.6858504	0.3738542	0.3077062	0.3671481	0.0036570	0.4205229	0.4455574
850	0.0126321	0.3213856	0.0629501	0.4237172	0.2201960	0.2899402	0.0173448	0.3074639	0.5294603	0.0168442	0.3033417	0.4215257	0.0343931	0.6233221	0.0283401	0.6026087	0.6657926	0.2173844	0.0605451	0.2949402	0.2872728	0.1127359	0.1853851	0.3489513	0.5688238	0.3365749	0.4134693	0.3586400	0.6072691	0.4815340	0.4118575	0.2317151	0.6918907	0.0541390	0.1825631	0.1134510	0.7193308	0.2055322	0.1033588	0.5534949	0.2093763	0.4452231	0.6645560	0.1457124	0.4737903	0.3405549	0.3078506	0.6013162	0.4335681	0.1711217	0.3735733	0.0117254	0.5816354	0.6824016	0.2623178	0.4851192	0.0505277	0.4624503	0.2637344	0.1574018	0.3152493	0.3366921	0.0053261	0.1773718	0.1008327	0.3542827	0.7004702	0.3067611	0.7421546	0.2127965	0.4737100	0.1665542	0.1437293	0.2569878	0.3155438	0.3320623	0.4992115	0.0775575	0.6378504	0.5155598	0.2197860	0.5761259	0.2120237	0.2688460	0.1073683	0.0901075	0.4008382	0.6379545	0.5797813	0.2321926	0.4682578	0.1768364	0.0522496	0.5641657	0.4409164	0.3404974	0.4310741	0.0002286	0.3731031	0.3805315
900	0.0226810	0.3831484	0.0303417	0.3965448	0.2447610	0.3282282	0.0316424	0.3578450	0.7167925	0.0381254	0.3884215	0.4487795	0.0187116	0.6996214	0.0320787	0.5257344	0.6572868	0.2047580	0.0969084	0.3567377	0.1048084	0.0847160	0.1036486	0.3658183	0.5701792	0.2150390	0.3876811	0.3948386	0.6433468	0.6056794	0.4038076	0.2249131	0.5695495	0.0695434	0.2095957	0.1271328	0.6374065	0.3198360	0.0684389	0.6611276	0.1712083	0.4283370	0.5393781	0.1859945	0.4709235	0.2970784	0.4412597	0.6308265	0.3412893	0.1208465	0.3561891	0.0075658	0.7052532	0.6882466	0.1873737	0.3733029	0.0560095	0.3900809	0.3377548	0.1489634	0.2622304	0.3267749	0.0044802	0.0990548	0.1533169	0.3845822	0.6801548	0.3848832	0.5849577	0.2814138	0.5224720	0.1100355	0.1840258	0.2993138	0.2442525	0.2977898	0.6014907	0.1070166	0.5477817	0.6625549	0.2525734	0.4138475	0.1842912	0.2945361	0.1999055	0.0995847	0.2909425	0.5440570	0.4946683	0.2669042	0.3790903	0.1668123	0.0996456	0.5304566	0.4191092	0.3718509	0.2994104	0.0008038	0.5432586	0.4337016
